lat,long,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia,no_bairro_farmacia,ds_endereco_farmacia,no_farmacia,no_cidade,uf
-22.7179839,-47.6898257,19,34272817,13403371,JARDIM PARQUE JUPIA,JARDIM PARQUE JUPIA,RAMOS & ALVES DROGARIA LTDA - ME,PIRACICABA,SP
-18.8977401,-48.2654835,34,32110733,38400718,BRASIL,AVENIDA  BRASIL  Nº 2400,LIDER ORGANIZAÇÃO COMERCIAL LTDA,UBERLANDIA,MG
-23.5193111,-51.7282792,44,31336888,86975000,CENTRO,AVENIDA AMAZONAS 2123 SALA 02,ANDRETO & CIA LTDA - ME,MANDAGUARI,PR
-15.8471908,-48.1216044,61,33761022,72236506,Ceilandia Sul,"EQNP 30/34, bloco F,  lote 03,  loja 03",DROGARIA PLANNA LTDA - ME,BRASILIA,DF
-20.3336842,-40.3662668,27,32260127,29140190,JARDIM AMERICA,"RUA PARAGUAI, 55",DROGARIA GUARUJA LTDA EPP,CARIACICA,ES
-15.7531789,-48.3078624,81,36371282,55890000,CENTRO,"PRAÇA WALFREDO PESSOA DE MELO, 545",AURELIO L DOS S ARAUJO - ME,ALIANCA,PE
-22.0318756,-47.9009641,44,34381765,87770000,CENTRO,rua DONA ISABEL 788 farmacia farmautil,"PETERMAM, LIMA & LUCIO LTDA - ME",SAO CARLOS DO IVAI,PR
-21.0003223,-46.1664092,35,35611866,37150000,CENTRO,"R RANDOLFO FABRINO, Nº174",JOAO DONIZETI DE OLIVEIRA & CIA LTDA - EPP,CARMO DO RIO CLARO,MG
-19.9245695,-43.931785,33,3529-134,39800015,CENTRO,RUA GETÚLIO VARGAS  Nº 478,IRMAOS MATTAR & CIA LTDA,TEOFILO OTONI,MG
-8.2692412,-35.9560546,81,37221073,55018040,SALGADO,"TRAVESSA DAS FLORES, 01",M P NEVES MEDICAMENTOS LTDA - ME,CARUARU,PE
-21.8139782,-45.9360836,35,32834034,37757000,PAIOLINHO,RUA XIMENES CEZAR 163,FLAVIA CRISTIANE MARTINS ALVES - ME,MACHADO,MG
-20.0317596,-45.4781408,37,32611477,35590000,CENTRO,"MODESTO GOMES, 430",DROGARIA SANTA MONICA LTDA,LAGOA DA PRATA,MG
-20.3732689,-40.3184336,27,33197105,29103605,GUARANHUNS,"DROGARIA SERGIO CARDOSO, 1166",ALINE TAPIAS - ME,VILA VELHA,ES
-15.7531789,-48.3078624,32,34627750,3666000,PORTO NOVO,"RUA ADAO ARAUJO, 163",DROGARIA BELLO ALEM PARAIBA LTDA - ME,ALEM PARAIBA,MG
-18.9640009,-48.3277495,34,32221022,38412392,CANAA,RUA JERUSALEM 530 LOJA 01,DROGA MIX LTDA - ME,UBERLANDIA,MG
-9.7092682,-48.5877958,63,34642002,77700000,CENTRO,"AV. BERNARDO SAYAO, Nº 2475",JORCEMAR DE JESUS SILVA - ME,GUARAI,TO
-24.1262619,-46.7852164,13,98138221,11740000,CENTRO,"PC NARCISO DE ANDRADE, 74",EWS FARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.,ITANHAEM,SP
-20.955162,-44.9167127,35,38631445,37262000,CENTRO,"RUA ANTERO AGUIAR, 21",DROGARIA BALDONI LTDA,SANTO ANTONIO DO AMPARO,MG
-21.7279929,-51.010207,18,35511230,17780000,CENTRO,"AVENIDA INTERNACIONAL, 1859",DROGARIA MANTOVANI DE LUCELIA LTDA. ME,LUCELIA,SP
-15.3069377,-49.1584288,62,33536516,76380000,CENTRO,"AV BRASIL, Nº 332 A",DROGARIA VIVA BEM LTDA,GOIANESIA,GO
-20.9893164,-42.9525137,32,35315755,36500000,CENTRO,PC DA INDEPENDENCIA 467,PERFUMARIA CRISTAL UBAENSE LTDA - ME,UBA,MG
-20.5455275,-47.9541971,16,38111910,14600000,CENTRO,"PRAÇA SETE DE SETEMBRO, 286",OLIVEIRA - COMERCIO VAREJISTA DE MEDICAMENTOS LTDA - ME,SAO JOAQUIM DA BARRA,SP
-20.4655458,-54.6286897,99,35249987,65923000,CENTRO,"AV DEPUTADO LA ROQUE, 1519 - A",ALVES CARVALHO & CIA LTDA - ME,AMARANTE DO MARANHAO,MA
-29.6868337,-53.8176326,55,33074401,97010004,PASSO D' AREIA,R VENANCIO AIRES 2224 LOJA,BRUNA RIBEIRO MAGOGA - ME,SANTA MARIA,RS
-22.9171382,-43.6753054,21,33952902,23510000,SANTA CRUZ,FELIPE CARDOSO N/105,A NOSSA DROGARIA DE CAXIAS LTDA,RIO DE JANEIRO,RJ
-15.8500256,-54.5172367,66,96443080,78800000,JARDIM POXOREU,RUA 17 S/N,VIVA FARMACIA LTDA - ME,POXOREO,MT
-19.8803236,-43.9490432,31,34245745,31150130,CACHOEIRINHA,RUA TAVARES DE MELO 73,DROGARIA HUMAITA LTDA,BELO HORIZONTE,MG
-23.5615052,-46.6449805,14,33781763,19920000,VILA SAO PAULO,"AV DR. JOSE FERRAZ DA ROSA, 298",FERNANDA GALVAO POCAY DE ARAUJO - ME,SALTO GRANDE,SP
-22.4436524,-46.8095467,19,3863-394,13973255,PARQUE FELICIDADE,AV BRASIL  2710A,LEANDRO CESAR JACHETA - ME,ITAPIRA,SP
-19.893532,-47.422737,34,33511274,38190000,CENTRO,AV BENEDITO VALADARES 15,IGOR OLIVEIRA SANTOS & CIA LTDA - EPP,SACRAMENTO,MG
-29.6734092,-52.4092562,51,37111023,96822050,LINHA SANTA CRUZ,"AV. ORLANDO OSCAR BAUMHARDT, 1971, SALA 2",D. M. SCHWENGBER,SANTA CRUZ DO SUL,RS
-20.2290896,-40.2858851,27,32823488,29161770,JARDIM CARAPINA,AVENIDA BELO HORIZONTE 138 LOJA 05,DROGARIA HANE LTDA ME,SERRA,ES
-19.9278569,-43.1693931,31,38541227,35940000,CENTRO,RUA  DUQUE DE CAXIAS Nº 128 B,FARMÁCIA PADRE PINTO LTDA,RIO PIRACICABA,MG
-26.7286339,-53.526163,49,36211473,89900000,CENTRO,RUA SANTOS DUMONT 153,DERLI FARMA COMERCIO DE MEDICAMENTOS LTDA - ME,SAO MIGUEL DO OESTE,SC
-16.7505001,-49.2803409,62,3248-101,74916200,JARDIM NOVA ERA,"AVENIDA SAO JOAO, SN - QUADRA.02 LOTE.14",POP BDA COMERCIAL FARMACEUTICA LTDA - ME,APARECIDA DE GOIANIA,GO
-22.7269041,-43.3813451,21,26624911,26165345,SANTA AMELIA,"AVENIDA JOAQUIM DA COSTA LIMA, 2698",SB ATIVA DROGARIA LTDA - ME,BELFORD ROXO,RJ
-15.580877,-52.6020416,66,3401-930,78600000,VILA SANTO ANTONIO,R GENERAL CARNEIRO 610 QUADRA139A LOTE 17A,R. BARROS PRADO & CIA. LTDA - ME,BARRA DO GARCAS,MT
-20.7386791,-42.0283457,32,37421599,36815000,CENTRO,"RUA OSVALDO FERNANDES, 49 (ao lado dos correios)",DROGARIA SANTA BARBARA DE FERVEDOURO LTDA - ME,FERVEDOURO,MG
-20.5898784,-46.9180009,35,3541117,37980000,Peixotos,"R. DEP DELSON SCARANO, Nº 65",FRANCISCO DE PADUA BERNARDES,CASSIA,MG
-23.5173914,-47.506065,15,3221-651,18051180,CENTRAL PARQUE,"RUA WALTER LUIZ D AVILA, 158",VANDA LUCIA BATALIM ROSA - ME,SOROCABA,SP
-19.8595186,-49.4644969,34,34242041,38240000,CENTRO,"RUA 09, Nº 550",AZIZ JABUR MALUF ME,ITAPAGIPE,MG
-20.0544252,-40.5517328,27,32593772,29650000,CENTRO,"AV JOSE RUSCHI, 165",DROGARIA BORTOLINI LTDA - ME,SANTA TERESA,ES
-22.8338408,-42.1449505,22,26251114,28940000,VINHATEIRO,R AMADEU FRANCISCONE DE MEDEIROS 210,G & T DROGARIA LTDA - ME,CABO FRIO,RJ
-5.500104,-47.5005436,99,35262909,65919000,SANTA RITA,"RUA BOM JESUS, 806",DROGARIA EROFARMA LTDA - ME,IMPERATRIZ,MA
-20.1678326,-42.0978717,33,33313616,36900000,BOM PASTOR,"COMERCIAL, AVENIDA BARAO DO RIO BRANCO, 167",DROGARIA BEMFICA & DRUMOND LTDA,MANHUACU,MG
-22.8160016,-47.6227768,19,34931738,13390000,CAMBARA,"RUA SAO VICENTE DE PAULA, 511A",GOLD PHARMA DROGARIA LTDA - EPP,RIO DAS PEDRAS,SP
-21.6796493,-43.194086,32,32771032,36110000,CENTRO,RUA CEL. ONOFRE AUGUSTO DE PAULA 188,WAGNER CARVALHO DA SILVA EIRELI,CHACARA,MG
-17.7894412,-50.9354742,43,35572124,84990000,CENTRO,RUA MOISES LUPIOM 92,CARNEIRO & FRANCOMANO NETO PRODUTOS FARMACEUTICOS LTDA - ME,ARAPOTI,PR
-19.5530876,-42.1243614,33,35291342,35330000,CENTRO,"RUA ALBERTO AZEVEDO, 03",IRMAOS MATTAR & CIA LTDA,INHAPIM,MG
-4.3107556,-39.0085346,85,3328-110,62764000,CENTRO,"RUA CORONEL JUSTINO CAFE, 455",FRANCISCO IRONE NASCIMENTO TAVARES - ME,MULUNGU,CE
-21.211751,-43.7764925,32,36938969,36202179,CENTRO,"MARECHAL FLORIANO PEIXOTO, 135",S. M. DROGAS LTDA.,BARBACENA,MG
-19.950267,-44.059772,31,33964163,32280620,Novo Riacho,RUA MANTIQUEIRA Nº 651 LOJA 01,DROGARIA SÃO MARCOS LTDA.,CONTAGEM,MG
-21.4915364,-41.0707898,21,3271-667,28230000,TRAVESSAO DE BARRA,"RUA GABRIEL PAIVA COUTO, 147",FARMACIA MARTINS SAUDE LTDA - ME,RIO DE JANEIRO,RJ
-19.2068607,-44.9372232,37,35233131,35640000,CENTRO,RUA AURORA ALVES 209,RONCOLATO COMERCIO DE MEDICAMENTOS EIRELI - ME,POMPEU,MG
-15.8451778,-48.1219211,61,3378-281,72235542,CEILANDIA,"QUADRA QNN 10 CONJUNTO A LOTE, 01",DROGARIA TEIXEIRA LTDA - ME,BRASILIA,DF
-22.1937877,-47.3773781,17,99619102,15685000,CENTRO,AV DOS BANDEIRANTES 1309-A,CARBONE & CARBONE DROGARIA LTDA - ME,OUROESTE,SP
-18.9981304,-45.969758,34,38531031,38880000,CENTRO,AVENIDA ANTONIO CARLOS 345,DROGARIA JOSE DA LUZ LTDA - ME,TIROS,MG
-19.0194013,-41.6410914,33,32351178,35125000,CENTRO,"R MINAS GERAIS, 79",PAULO ALVES TAVARES,TUMIRITINGA,MG
-5.9985937,-40.3056421,88,34342022,63660000,CENTRO,"AVENIDA CEL LOURENCO FEITOSA, 190",E.E. BEZERRA - ME,TAUA,CE
-21.7189161,-48.6732814,16,33851114,14910000,CENTRO,"RUA PRUDENTE DE MORAIS, 979",DROGARIA ANTONIO SGARBI LTDA - ME,TABATINGA,SP
-16.7218558,-49.258167,62,32756055,74830130,JARDIM DAS ESMERALDAS,AVENIDA SAO PAULO 195,L S COMERCIO DE MEDICAMENTOS LTDA - ME,GOIANIA,GO
-19.4437111,-44.2526396,31,37753480,35700451,NOSSA SENHORA DO CARMO,"RUA IRACEMA, 216 - Loja A",DROGARIA MONTEIRO GP LTDA,SETE LAGOAS,MG
-22.1872723,-49.9559163,14,33165593,17511180,PALMITAL,"R RINOPOLIS, 404",DROGARIA DROGANORTE DE MARILIA LTDA - ME,MARILIA,SP
-29.2322019,-51.8834111,51,3751-231,95960000,CENTRO,"RUA PADRE ANCHIETA, 1183",CLAUDIA LUIZA VIDALETTI EIRELI - ME,ENCANTADO,RS
-15.8740356,-48.0722912,61,30246301,72306701,SAMAMBAIA,QUADRA QN 310 CONJ 01 LOTE 01,DF COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - ME,BRASILIA,DF
-19.7539694,-47.9440858,34,21031300,38020080,VILA MARIA HELENA,"RUA DONA RAFA CECILIO, 91",DROGARIA SANTA CECILIA DE UBERABA LTDA - ME,UBERABA,MG
-23.9915334,-46.2773686,13,33791889,11430003,VILA SANTA ROSA,"AV ADHEMAR DE BARROS, 2291",MCD - DROGARIA LTDA,GUARUJA,SP
-20.7487316,-46.6005704,35,35211138,37901506,NOVO HORIZONTE,"AVENIDA JUCA STOCKLER, 3242",V E J DROGARIA LTDA - ME,PASSOS,MG
-20.4851266,-54.6410318,67,92274466,79006001,JARDIM TAQUARUSSU,RUA BANDEIRANTES 1987,RODRIGUES & BARRETO LTDA - ME,CAMPO GRANDE,MS
-27.0969386,-53.3973575,49,36741178,89893000,CENTRO,RUA ALEGRE 19 SALA 02,COMERCIO DE PRODUTOS FARMACEUTICOS BIANCA EIRELI - ME,MONDAI,SC
-20.6356562,-43.7812014,31,37212100,36400000,CENTRO,RUA TAVARES DE MELO 630 LOJA 01,,DROGARIA ARAUJO RODRIGUES EIRELI - ME,CONSELHEIRO LAFAIETE
-19.8339368,-42.4012128,33,33536248,35345000,centro,"RUA 15, 410",DROGARIA E PERFUMARIA VERA CRUZ LTDA ME,PINGO-DAGUA,MG
-5.1215402,-36.5451868,81,43203520,59500000,CENTRO,"RUA PADRE JOAO CLEMENTE, 69",MULTFARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA - EPP,MACAU,RN
-22.7868246,-43.3131063,21,26140808,24800000,MANILHA,"RUA AFONSO SALLES, S/N, Q. F LOTE 158 APOLO 2",FARMACIA LUFARMA DO APOLO LTDA ME,ITABORAI,RJ
-16.295302,-48.944166,62,33313810,72980000,CENTRO,PRAÇA EMMANOEL JAIME LOPES SN qd.06 lt.01,DROGARIA PIRIFARMA LTDA - ME,PIRENOPOLIS,GO
-19.9289234,-43.9299664,31,32224877,30140000,SANTA EFIGENIA,"av BRASIL, 723, loja 02",CATELLA E ABRAHAO DROGARIA LTDA,BELO HORIZONTE,MG
-21.3892364,-42.6966116,32,3422-775,36770034,CENTRO,"PC RUI BARBOSA, 222 - LOJA 01",DROGARIA OLIVEIRA FERRAZ LTDA - ME,CATAGUASES,MG
-6.3906965,-35.5975026,84,32870072,59227000,CENTRO,RUA DA MATRIZ 35,CINTIA CRISTINA V AGOSTINHO - ME,LAGOA DANTA,RN
-23.2759094,-51.2710362,43,31549009,86181170,CENTRO,"RUA CARLOS SAWADE, 408, sala 02",FARMACIA ALEDU LTDA - ME,CAMBE,PR
-19.9248598,-43.9257002,31,34429731,30000000,SANTO ANDRE,RUA SERRA NEGRA Nº 686 LOJA,DROGARIA SANTO ANDRE LTDA,BELO HORIZONTE,MG
-18.7801089,-46.2799636,34,38240092,38720000,CENTRO,"RUA JUCA LIMIRIO, 231",NOVA DROGA LIMITADA ME,LAGOA FORMOSA,MG
-21.8804523,-45.0887707,35,33351755,37430000,SAO BENEDITO,"AVENIDA PREFEITO DILERMANDO DE OLIVEIRA, 499",LUIZ EDUARDO MURY DE CASTRO & CIA LTDA - ME,CONCEICAO DO RIO VERDE,MG
-2.5256279,-44.2810588,98,3133300,65035280,LIBERDADE,"RUA GREGORIO DE MATOS, Nº 726",C. L. B. COMERCIO LTDA - ME,SAO LUIS,MA
-29.1593218,-51.1931839,54,32233220,95034240,BAIRRO PIO X,"Rua MATTEO GIANELLA, 505, SALA 01",MINUZZI & BERTOLO DROGARIA LTDA - EPP,CAXIAS DO SUL,RS
-19.9519464,-45.0787529,37,32871122,35515000,CENTRO,"AVENIDA DOM CRISTIANO, Nº 71",GERALDO MAGELA RIBEIRO,PERDIGAO,MG
-17.968384,-46.9380476,34,38132444,38780000,JARDIM REGINA,"RUA PEREIRA GUIMARAES, 600",DROGA FACIL LTDA - ME,VAZANTE,MG
-19.84156,-43.654915,31,36515939,34800000,SANTO ANTONIO,RUA JOAO PINHEIRO 2961,DROGARIA JOSE BRANDAO LTDA - EPP,CAETE,MG
-7.0937071,-34.8651757,83,32443431,58027210,ALTO DO CEU,"RUA BOTAFOGO, 753",VANDELSON RIBEIRO CARNEIRO - ME,JOAO PESSOA,PB
-22.023384,-44.9440332,35,33311212,37470000,CENTRO,"RUA WENCESLAU BRAZ, Nº116",DROGARIA E FARMACIA AMERICANA SAO LOURENCO LTDA,SAO LOURENCO,MG
-22.4771766,-43.5217939,24,2483-854,26900000,BARAO DE JAVARI,"RUA DO CHAUMIERE, 26",FARMACIA LUCY FARMA MP LTDA - ME,MIGUEL PEREIRA,RJ
-19.9248598,-43.9257002,31,33984337,32013650,FONTE GRANDE,"AVENIDA PREFEITO GIL DINIZ, Nº 777",DROGARIA ARAUJO S A,BELO HORIZONTE,MG
-5.7483811,-35.2697799,84,32131800,59114250,NOSSA SENHORA DA APRESENTACAO,AV BOA SORTE 98,VAREJAO BOA SORTE DE MEDICAMENTOS GENERICOS LTDA - ME,NATAL,RN
-13.5903019,-39.4818594,73,32792180,45465000,SEDE,"RUA BERNARDINO SOUZA, SN - CASA TÉRREA",JOAO BATISTA SOUSA,TEOLANDIA,BA
-21.266667,-43.383333,38,32348151,39437000,CENTRO,AV BELO HORIZONTE 127,MARCELO GUSMAO CARDOSO - ME,LONTRA,MG
-15.8423806,-48.1250245,61,33773596,72235801,CEILANDIA,QNP 28 CONJUNTO A LOTE 25 LOJA 01 - COMERCIAL,DROGARIA VIVA BEM LTDA - ME,BRASILIA,DF
-9.1397328,-36.1979764,82,32891314,57840000,CENTRO,RUA  SILVESTRE PERICLES 22,JUSSARA ARRUDA OLIVEIRA ALMEIDA - ME,SANTANA DO MUNDAU,AL
-22.6380725,-43.2745112,21,26793000,25260000,SANTA CRUZ DA SERRA,"AVENIDA AUTOMOVEL CLUB, S/N - QUADRAB LOTE 18",DROGARIA UNIAO DE SANTA CRUZ DA SERRA LTDA - ME,DUQUE DE CAXIAS,RJ
-22.2218813,-54.7892744,67,34117871,79830903,JARDIM CARAMURU,"AVENIDA AV MARCELINO PIRES, 3600 - SALA LE 13 E LE 14",SAO BENTO COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA,DOURADOS,MS
-23.2546509,-45.887929,12,39162991,12232000,BOSQUE DOS EUCALIPTOS,"AVENIDA CIDADE JARDIM, 4010",BR FARMACEUTICA LTDA,SAO JOSE DOS CAMPOS,SP
-22.667097,-43.592522,21,26642100,26455280,ENG PEDREIRA,ESTRADA SANTO ANTONIO 09,FARMACIA HUBIELE LTDA - ME,JAPERI,RJ
-20.1519004,-41.6231531,33,33442469,36980000,Centro,"Praça Polidorio Rodrigues, 10",DROGARIA ASSIS & RIBEIRO LTDA - ME,LAJINHA,MG
-27.4005128,-54.0819326,55,36173085,98680000,CENTRO,"AV. TIRADENTES, 1033",ELISANGELA CRISTIANE FUSIGER,TIRADENTES DO SUL,RS
-20.4699084,-45.9753638,37,33715120,37925000,NOVA ESPERANÇA,"RUA SEVERO VELOSO, 1070 - SALA 02",FARMACIA FARIA JULIO LTDA - ME,PIUMHI,MG
-22.1693309,-52.7270122,43,35383805,86380000,CENTRO,"RUA SAO PAULO, 947 - EM FRENTE AGENCIA DO TRABALHADOR",PIONEIRA COMERCIO DE MEDICAMENTOS E DRUGSTORE LTDA - ME,ANDIRA,PR
-25.4869888,-54.5135915,45,35266250,85862240,PQ RESIDENCIAL TRES BANDEIRAS,"AV GRAMADO, 3762",M R MOTA & CIA LTDA - ME,FOZ DO IGUACU,PR
-22.8603346,-43.2569862,21,32716675,21032000,BONSUCESSO,"RUA CARDOSO DE MORAIS, 566",DROGARIA MAXIMA DE BONSUCESSO LTDA - ME,RIO DE JANEIRO,RJ
-19.1717682,-41.4720575,33,32611303,35240000,CENTRO,AV. GETULIO VARGAS Nº 1790,MARCELINO & MEIRELES LTDA,CONSELHEIRO PENA,MG
-25.5568569,-54.5711203,45,30961500,85853000,VILA YOLANDA,"AVENIDA DAS CATARATAS, 794,  SALA 01 E 02",WENDLAND FARMACIA LTDA.,FOZ DO IGUACU,PR
-25.8970182,-53.0714448,46,35811170,85660000,CENTRO,"AVENIDA DEDI BARICHELLO MONTAGNER, 418, SALA 01",N. F. DE SOUSA SILVA - FARMACIA - ME,DOIS VIZINHOS,PR
-23.718922,-47.6111633,15,32924225,18160000,CAMPO LARGO,Avenida PEDRO PIRES DE MELLO 986 sala 1,VOLPI & VOLPI LTDA - EPP,SALTO DE PIRAPORA,SP
-3.7591778,-38.6346309,85,32372147,61650000,JUREMA,"RUA DOM ALMEIDA LUSTOSA, 3159",ABBL FARMACIA LTDA - ME,CAUCAIA,CE
-19.4181936,-42.5460184,31,3251-815,35167000,JARDIM VITORIA,"RUA 1AA PIQUIARANA, 740",DROGARIA G D M LTDA - ME,SANTANA DO PARAISO,MG
-17.8718104,-44.7756422,38,37591021,39250000,CENTRO,"R. MESTRE PEREIRA, Nº 275",FERNANDO ALVES DA CRUZ - ME,LASSANCE,MG
-12.9995273,-38.4626486,71,34607875,41800700,PITUBA,AV ANTONIO CARLOS MAGALHAES 4362 LOJA 08 E 09,SANTANA SA DROGARIA FARMACIAS,SALVADOR,BA
-23.7023007,-46.8512661,11,46691248,68665000,25000.071648/2014-03,"R SOLIMOES, 1834 - SALA 4",TEM+FARMA DROGARIA LTDA - ME,ITAPECERICA DA SERRA,SP
-19.8967817,-43.9299673,31,34661942,31140660,SILVEIRA,AV. CRISTIANO MACHADO Nº838,DROGARIA ALINE E PERFUMARIA LTDA,BELO HORIZONTE,MG
-15.7943865,-49.5550954,88,36361173,62540000,CENTRO,AV GAL ALIPIO DOS SANTOS 800,BRUNO BARBOSA DO CARMO OLIVEIRA - ME,AMONTADA,CE
-8.005718,-34.9981944,81,35254601,54735335,CENTRO,RUA MANOEL JOAQUIM DE SANTANA 111,CORREIA D'PAULA PRODUTOS FARMACEUTICOS LTDA - ME,SAO LOURENCO DA MATA,PE
-27.6437098,-48.6764928,48,30869191,88132149,PASSA VINTE,AVENIDA ATILIO PEDRO PAGANI 270 SALA 124/125,FARMACIA ESPINDOLA & ADAMI LTDA - ME,PALHOCA,SC
-28.6965749,-49.4224664,48,3439-368,88806001,VILA NOVA ESPERANCA,"AVENIDA UNIVERSITARIA, 2405 - SALA 02",FARMACIA ANA LUIZA LTDA - ME,CRICIUMA,SC
-7.5714,-35.0112737,81,36261066,55900000,CENTRO,casa DOS MARTIRIOS 73,ERTON MEDICAMENTOS LTDA - ME,GOIANA,PE
-4.1752044,-42.8869263,86,32441200,64130000,CENTRO,AV JOSE DE DEUS LACERDA S/N,R. A. NOGUEIRA - ME,MIGUEL ALVES,PI
-22.9145267,-43.0607682,21,26080403,24310400,LARGO DA BATALHA,"RUA REVERENDO ARMANDO FERREIRA, 21",DROGARIA FARMA FERTIL NITEROI LTDA - ME,NITEROI,RJ
-20.6350242,-40.4318952,27,32626739,29222560,UNA,avenida MANOEL RODRIGUES PINHEIRO 11 em frente praça do Una,DROGARIA BORGES E ARAUJO LTDA - ME,GUARAPARI,ES
-7.1430888,-34.8672344,83,32471767,58040000,TAMBAU,"AV EPITACIO PESSOA, 4648, SALA 02",FARMACIA MARCELLA LTDA,JOAO PESSOA,PB
2.800289,-60.6894859,95,36231299,69308160,13 DE SETEMBRO,"AV DAS GUIANAS, 859 - A",DROGARIA FARMASIL LTDA - ME,BOA VISTA,RR
-19.8572346,-44.9749139,37,32260021,35519000,CENTRO,"comercial ANTONIO MARTINS, 600",DROGARIA E PERFUMARIA PADRE LIBERIO LTDA - ME,NOVA SERRANA,MG
-20.1252064,-44.8634086,37,32216800,35500221,NITEROI,"AV. GOVERNADOR MAGALHAES PINTO, 409",DROGARIA E PERFUMARIA LIDER LTDA.,DIVINOPOLIS,MG
-17.819019,-40.3419238,34,36741145,38870000,CENTRO,"RUA DR MOACIR FRANCO, 490",MATUTINA FARMACIA DE MANIPULACAO LTDA - ME,MATUTINA,MG
-16.2824037,-48.9832866,62,33191907,75053490,SETOR RESIDENCIAL JANDAIA,AVENIDA CENTRAL 463,CENTRAL PRODUTOS FARMACEUTICOS LTDA - ME,ANAPOLIS,GO
-18.9742887,-40.540604,27,37273084,29780000,CENTRO,"GAL WALTER PELISSARI, Nº 83 - LOJA A",DROGARIA GALERIA LTDA - EPP,SAO GABRIEL DA PALHA,ES
-20.3388418,-40.3675423,27,30906621,29140590,VASCO DA GAMA,"R. RIO MARINHO, N 06",DROGARIA VASCO DA GAMA LTDA - ME,CARIACICA,ES
-22.8115037,-43.4199178,21,27912000,26510182,CENTRO,"ETR. DOUTOR MANUEL REIS, Nº 721 - LOJA",DROGARIA RAINHA DE NILOPOLIS LTDA - EPP,NILOPOLIS,RJ
-20.7013987,-46.6167391,35,38851094,37275000,CENTRO,centro JOAQUIM DE PAULA REIS 13,MARCOS LEOPOLDO MAIA - ME,CRISTAIS,MG
-25.6198731,-50.6950808,42,34572201,84550000,CENTRO,RUA JOSE AFONSO VIEIRA LOPES 260 LOJA,FABRIS E BRAND LTDA - EPP,REBOUCAS,PR
-24.3044302,-49.6785519,43,35355203,84200000,CENTRO,"AVENIDA CONDE FRANCISCO MATARAZZO, 171",ROSICLE WASHINGTON FREITAS - ME,JAGUARIAIVA,PR
-22.9133954,-43.2007101,22,25651559,28662000,BANQUETE,R ALCIDES LIMA 109,FARMACIA CENTRAL DE BANQUETE LTDA - ME,BOM JARDIM,RJ
-16.7315348,-43.8673222,38,32224000,39400001,CENTRO,RUA DOUTOR SANTOS Nº 114,FARMACIA REAL LTDA,MONTES CLAROS,MG
-21.679131,-44.5554558,35,38260147,37200000,VILA JOAQUIM SALES,"RUA TONIQUINHO PEREIRA, 617 B",LILIANE CARVALHO DA SILVA & CIA LTDA - ME,LAVRAS,MG
-19.2763537,-48.9309061,34,34311611,38140000,CENTRO,"RUA DOM EDUARDO, 632",ANTONIO QUEIROZ PAIXAO FILHO ME,PRATA,MG
-20.1395911,-41.2952465,27,37331275,29630000,CENTRO,avenida FIRMINO TEIXEIRA GRIFFO 62,DARCY AUGUSTO CORREA - ME,BREJETUBA,ES
-20.851909,-41.1149688,28,3522-448,29303290,CENTRO,"PRAÇA GILBERTO MACHADO, Nº 01",DROGANOSSA LTDA - ME,CACHOEIRO DE ITAPEMIRIM,ES
-21.2304428,-43.7711091,32,36938700,36200008,CENTRO,PRAÇA DOS ANDRADAS Nº 191,FARMACIA GLORIA LTDA,BARBACENA,MG
-16.9372183,-49.7632854,64,3543-121,76195000,MARIA FRANCO I,"RUA RUI BARBOSA, S/N - QUADRA38 LOTE 3",FG CARDOSO MEDICAMENTOS - ME,CEZARINA,GO
-23.5795137,-47.9985512,11,34218587,18200358,CENTRO,"RUA DR. COUTINHO, 524",ASSOCIACAO AFAM DE ASSISTENCIA FARMACEUTICA,ITAPETININGA,SP
-15.0400288,-41.9349972,77,34472153,46280000,CENTRO,"RUA MANOEL JOSE CORDEIRO, S/N - LOJA/TERREO",MANOEL APARECIDO CAIRES,CORDEIROS,BA
-22.1914736,-43.2713974,34,22632043,25850000,CENTRO,"PRACA GARCIA, 198",DROGARIA IRMAOS MATTOS LTDA - ME,PARAIBA DO SUL,RJ
-19.8903056,-45.6293878,37,34311477,38900000,CENTRO,"RUA GETULIO VARGAS, 101",DROGARIA UAI LTDA EPP,BAMBUI,MG
-29.1499091,-54.7221758,15,3259-634,18270400,CENTRO,"RUA MANECO PEREIRA, 242",ML LEITE & CIA. LTDA. - EPP,TATUI,SP
-10.5880461,-49.4466005,63,36021400,77490000,CENTRO,AVENIDA AL JOAO PIRES QUERIDO 674,FARMACIA POPULAR DE CRISTALANDIA LTDA - ME,CRISTALANDIA,TO
-13.576046,-52.271264,66,34783161,78640000,NOVA CANARANA,RUA VISTA GAUCHA 574 A,V.P. COMERCIO DE MEDICAMENTOS LTDA - ME,CANARANA,MT
-22.4245265,-50.5627852,18,3361-522,19700000,CENTRO,"RUA SETE DE SETEMBRO, 1023",VANIA GONCALVES ROCHA DROGARIA LTDA - ME,PARAGUACU PAULISTA,SP
